,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Laureles,US,26.1092,-97.4941,95.14,71,40,12.66,scattered clouds
349,Banfora,BF,10.6333,-4.7667,78.62,73,33,4.03,light rain
350,Gulmarg,IN,34.049,74.3921,44.89,79,100,1.25,overcast clouds
351,Visby,SE,57.6409,18.296,53.82,94,100,5.75,overcast clouds
352,Fomboni,KM,-12.28,43.7425,79.36,70,1,16.04,clear sky
353,Laguna,US,38.421,-121.4238,95.09,18,0,12.66,clear sky
354,Ambilobe,MG,-13.2,49.05,65.52,85,5,4.25,clear sky
355,Tabuk,PH,17.4189,121.4443,75.11,92,100,3.67,overcast clouds
356,Geraldton,AU,-28.7667,114.6,50.41,93,0,2.3,clear sky
357,Nelson Bay,AU,-32.7167,152.15,49.1,99,81,5.5,broken clouds
358,Marsabit,KE,2.3284,37.9899,65.66,64,70,20.92,broken clouds
359,Safaga,EG,26.7292,33.9365,87.35,30,0,18.79,clear sky
360,Iskateley,RU,67.6803,53.1512,44.44,84,84,11.52,broken clouds
361,Lethem,GY,3.3803,-59.7968,77.5,85,82,1.32,broken clouds
362,Prado,BR,-17.3411,-39.2208,71.42,85,14,6.69,few clouds
363,Saint-Louis,SN,16.3333,-15.0,82.04,63,98,4.54,overcast clouds
364,Pimenta Bueno,BR,-11.6725,-61.1936,77.23,68,36,3.6,scattered clouds
365,Erenhot,CN,43.6475,111.9767,73.02,29,100,8.16,overcast clouds
366,Singkang,MY,2.1006,102.7994,73.56,93,33,0.56,light rain
367,Ubajara,BR,-3.8544,-40.9211,70.47,65,59,4.09,broken clouds
368,Derzhavinsk,KZ,51.1,66.3167,64.92,66,47,9.26,scattered clouds
369,Krasnoselkup,RU,65.7,82.4667,66.22,54,100,8.55,overcast clouds
370,Taiyuan,CN,37.8694,112.5603,75.06,50,0,2.24,clear sky
371,Goderich,CA,43.7501,-81.7165,64.72,80,100,11.95,overcast clouds
372,Ayan,RU,56.45,138.1667,47.23,87,27,2.13,scattered clouds
373,Maple Creek,CA,49.9168,-109.4848,64.45,72,100,11.5,overcast clouds
374,Shimoda,JP,34.6667,138.95,76.1,92,100,2.42,light rain
375,Manturovo,RU,58.3353,44.7619,47.37,96,10,6.71,clear sky
376,Vada,NL,51.97,5.6667,55.49,88,0,3.44,clear sky
377,Saldanha,ZA,-33.0117,17.9442,55.45,69,90,10.98,overcast clouds
378,Mbalmayo,CM,3.5167,11.5,63.64,97,96,0.34,overcast clouds
379,Whithorn,JM,18.2604,-78.0378,83.46,68,100,0.72,light rain
380,Valparaiso,CL,-33.0393,-71.6273,55.63,86,100,9.22,overcast clouds
381,Trairi,BR,-3.2778,-39.2689,77.9,80,17,9.15,few clouds
382,Plettenberg Bay,ZA,-34.0527,23.3716,57.85,73,73,4.54,broken clouds
383,Hearst,CA,49.6835,-83.6665,77.25,82,100,9.6,overcast clouds
384,Marysville,US,48.0518,-122.1771,68.0,68,100,5.75,overcast clouds
385,Buraydah,SA,26.326,43.975,91.85,10,2,9.31,clear sky
386,Sao Francisco,BR,-15.9486,-44.8644,73.67,40,0,5.01,light rain
387,Mangrol,IN,21.1167,70.1167,84.04,78,97,16.98,overcast clouds
388,Mataram,ID,-8.5833,116.1167,72.41,80,52,7.56,broken clouds
389,Desaguadero,PE,-16.5656,-69.0417,49.35,41,44,9.84,scattered clouds
390,Axim,GH,4.8699,-2.2405,76.26,90,63,7.74,broken clouds
391,Kimbe,PG,-5.5502,150.1429,76.96,91,95,2.68,overcast clouds
392,Kalmunai,LK,7.4167,81.8167,79.95,78,100,4.83,overcast clouds
393,Marshall,US,34.3834,-86.3333,92.32,40,0,4.61,clear sky
394,Xinxiang,CN,35.3089,113.8672,84.49,42,90,4.09,overcast clouds
395,Basirpur,PK,30.5832,73.829,79.07,63,99,9.55,overcast clouds
396,Taksimo,RU,56.3444,114.8794,57.7,88,100,0.94,light rain
397,Port-Cartier,CA,50.0334,-66.8654,52.02,67,38,8.46,scattered clouds
398,Pyapon,MM,16.2833,95.6833,77.36,88,98,3.65,overcast clouds
399,Usinsk,RU,65.9939,57.5281,54.45,82,41,12.97,light rain
400,Pandan,PH,14.0453,124.1694,79.84,85,40,5.1,light rain
401,Pimentel,PE,-6.8367,-79.9342,64.69,72,0,23.02,clear sky
402,Paamiut,GL,61.994,-49.6678,37.76,89,100,2.04,overcast clouds
403,Griffith,US,41.5284,-87.4237,96.73,28,0,13.8,clear sky
404,Mzimba,MW,-11.9,33.6,53.6,74,1,7.92,clear sky
405,Srandakan,ID,-7.9386,110.2506,75.83,89,61,5.08,broken clouds
406,Airai,TL,-8.9266,125.4092,56.95,90,100,3.06,light rain
407,Camana,PE,-16.6228,-72.7111,61.32,85,91,8.75,overcast clouds
408,Dinajpur,BD,25.6272,88.6386,77.05,92,100,7.94,overcast clouds
409,Ilebo,CD,-4.3167,20.5833,70.63,93,98,1.25,light rain
410,Opuwo,NA,-18.0607,13.84,43.86,41,0,5.23,clear sky
411,Morant Bay,JM,17.8815,-76.4093,89.71,71,94,11.56,overcast clouds
412,Moerai,PF,-22.4333,-151.3333,77.02,70,100,14.05,overcast clouds
413,Lyuban,BY,52.7985,28.0048,64.24,99,90,6.55,overcast clouds
414,Monrovia,LR,6.3005,-10.7969,78.64,78,100,6.58,light rain
415,Saint-Francois,FR,46.4154,3.9054,74.64,64,0,9.22,clear sky
416,Monze,ZM,-16.2833,27.4833,52.61,51,0,5.06,clear sky
417,Waspan,NI,14.7419,-83.9717,77.77,90,100,6.87,overcast clouds
418,Ilulissat,GL,69.2167,-51.1,35.62,87,75,9.22,broken clouds
419,Payo,ID,-3.7508,103.6372,71.24,96,96,2.35,overcast clouds
420,Grand Gaube,MU,-20.0064,57.6608,70.2,61,19,20.2,few clouds
421,Magnitogorsk,RU,53.4186,59.0472,58.03,82,100,6.71,overcast clouds
422,Payson,US,40.0444,-111.7321,72.37,31,0,6.91,clear sky
423,Coquimbo,CL,-29.9533,-71.3436,55.13,71,75,5.75,broken clouds
424,Codajas,BR,-3.8367,-62.0569,79.79,73,90,0.78,overcast clouds
425,Fort Nelson,CA,58.8053,-122.7002,71.19,49,75,4.61,broken clouds
426,Celica,EC,-4.1167,-79.95,68.0,66,82,4.68,broken clouds
427,Ebbw Vale,GB,51.7771,-3.2079,55.69,83,86,1.77,overcast clouds
428,Rabo De Peixe,PT,37.8,-25.5833,65.28,76,40,14.97,scattered clouds
429,Tiarei,PF,-17.5333,-149.3333,84.22,78,51,14.07,light rain
430,Biloela,AU,-24.4167,150.5,58.21,74,99,5.82,overcast clouds
431,Dawlatabad,AF,36.4141,64.9053,77.07,25,99,2.82,overcast clouds
432,Teyateyaneng,LS,-29.1472,27.7489,47.23,62,0,4.47,clear sky
433,Padang,ID,-0.9492,100.3543,76.77,84,62,3.4,broken clouds
434,Myitkyina,MM,25.3833,97.4,73.85,99,98,0.67,overcast clouds
435,Kenitra,MA,34.261,-6.5802,65.16,72,61,7.29,broken clouds
436,Porto Novo,BJ,6.4965,2.6036,80.42,85,43,7.29,light rain
437,Haimen,CN,23.1935,116.6142,78.69,91,100,6.33,overcast clouds
438,La Macarena,CO,2.1837,-73.7849,70.81,99,100,2.42,overcast clouds
439,Husavik,IS,66.0449,-17.3389,47.82,64,11,5.03,few clouds
440,Bethanien,NA,-26.502,17.1583,41.14,83,0,3.65,clear sky
441,Kutum,SD,14.2,24.6667,80.8,34,98,7.18,overcast clouds
442,Kununurra,AU,-15.7667,128.7333,64.38,59,100,4.61,overcast clouds
443,Timiryazevskiy,RU,56.49,84.8769,57.85,92,31,3.2,scattered clouds
444,Kysyl-Syr,RU,63.8986,122.7617,43.59,87,100,5.53,light rain
445,Kailua,US,21.4022,-157.7394,85.98,66,100,12.66,overcast clouds
446,Katsuura,JP,35.1333,140.3,75.22,92,100,6.24,overcast clouds
447,Belle Fourche,US,44.6714,-103.8522,67.5,81,83,7.31,broken clouds
448,Acarau,BR,-2.8856,-40.12,78.31,82,58,12.93,broken clouds
449,Synya,RU,65.3718,58.0387,53.91,89,28,6.73,scattered clouds
450,Kidal,ML,18.4411,1.4078,92.32,23,21,1.01,few clouds
451,Tarauaca,BR,-8.1614,-70.7656,79.09,68,96,1.79,overcast clouds
452,Takoradi,GH,4.8845,-1.7554,76.23,89,26,8.08,scattered clouds
453,Altdorf,DE,49.3875,11.3572,54.12,74,2,0.92,clear sky
454,Havelock,US,34.8791,-76.9013,82.4,44,75,6.91,broken clouds
455,Illapel,CL,-31.6308,-71.1653,54.59,68,100,5.32,overcast clouds
456,Biak,ID,-0.9131,122.8766,74.64,82,75,7.23,broken clouds
457,Thinadhoo,MV,0.5333,72.9333,82.87,73,37,12.46,scattered clouds
458,Rio Grande,BR,-32.035,-52.0986,49.95,75,79,7.72,broken clouds
459,Krasnovishersk,RU,60.4078,57.082,53.74,97,100,3.49,overcast clouds
460,Northam,GB,51.0333,-4.2167,55.65,81,6,3.36,clear sky
461,Merauke,ID,-8.4667,140.3333,77.09,88,86,13.8,overcast clouds
462,Aklavik,CA,68.2191,-135.0107,54.72,45,100,5.84,overcast clouds
463,Pangoa,PE,-12.1167,-73.0,71.46,92,55,2.01,broken clouds
464,Maarianhamina,AX,60.0973,19.9348,44.46,100,3,2.3,clear sky
465,Maues,BR,-3.3836,-57.7186,77.52,84,81,1.07,broken clouds
466,Vuktyl,RU,63.8567,57.3094,55.04,76,78,5.73,broken clouds
467,Gushikawa,JP,26.3544,127.8686,81.99,89,40,11.5,scattered clouds
468,Sorong,ID,-0.8833,131.25,76.57,87,90,8.01,overcast clouds
469,Iqaluit,CA,63.7506,-68.5145,55.13,37,20,15.01,few clouds
470,Vanavara,RU,60.34,102.2797,51.62,78,6,3.44,clear sky
471,Sancti Spiritus,CU,21.9297,-79.4425,83.25,76,100,10.22,overcast clouds
472,Puerto Boyaca,CO,5.9758,-74.5885,78.98,87,100,0.58,overcast clouds
473,Luangwa,ZM,-15.6167,30.4167,58.19,74,4,4.03,clear sky
474,Fortuna Foothills,US,32.6578,-114.4119,104.22,5,0,9.22,clear sky
475,Egvekinot,RU,66.3167,-179.1667,34.0,98,100,5.82,light snow
476,Aginskoye,RU,51.1,114.53,58.89,66,0,9.98,clear sky
477,Bela,IN,25.9333,81.9833,88.5,50,48,5.23,scattered clouds
478,San Cristobal,VE,7.7669,-72.225,75.38,95,100,3.71,overcast clouds
479,Carballo,ES,43.213,-8.691,59.02,93,42,4.16,scattered clouds
480,Poum,NC,-20.2333,164.0167,72.41,58,30,16.15,scattered clouds
481,Saint-Ambroise,CA,48.5501,-71.3324,70.34,43,5,5.91,clear sky
482,Shelburne,CA,44.0787,-80.2041,69.37,70,100,9.13,overcast clouds
483,Key Biscayne,US,25.6937,-80.1628,87.03,73,75,9.22,thunderstorm
484,Port Antonio,JM,18.18,-76.4612,90.0,68,94,8.34,overcast clouds
485,Naron,ES,43.5167,-8.1528,60.03,92,74,4.38,broken clouds
486,Kirakira,SB,-10.4544,161.9205,81.61,79,70,4.88,broken clouds
487,Kourou,GF,5.1552,-52.6478,82.11,82,36,6.58,scattered clouds
488,Pemangkat,ID,1.1667,108.9667,76.66,91,100,5.1,overcast clouds
489,San Patricio,US,28.017,-97.5169,98.19,38,8,15.82,clear sky
490,Fairbanks,US,64.8378,-147.7164,70.61,67,0,6.91,light rain
491,Raudeberg,NO,61.9875,5.1352,53.96,87,100,27.34,light rain
492,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,83,100,11.5,overcast clouds
493,Shiyan,CN,32.6475,110.7781,74.34,80,50,1.54,scattered clouds
494,Kedrovyy,RU,56.1667,91.8167,50.41,94,43,2.28,scattered clouds
495,Aksha,RU,50.2814,113.2867,58.35,68,14,3.96,few clouds
496,Saint-Augustin,CA,51.226,-58.6502,51.51,87,99,9.37,overcast clouds
497,Chiredzi,ZW,-21.05,31.6667,59.0,74,0,6.91,clear sky
498,Nouakchott,MR,18.0858,-15.9785,80.53,85,92,9.22,overcast clouds
499,Araouane,ML,18.9048,-3.5265,85.59,44,87,14.34,light rain
500,Marchtrenk,AT,48.1957,14.1185,68.16,80,40,10.36,scattered clouds
501,Namibe,AO,-15.1961,12.1522,60.3,75,0,9.55,clear sky
502,Faya,SA,18.3851,42.4509,70.32,41,99,2.48,overcast clouds
503,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,70,40,19.57,scattered clouds
504,Banyo,CM,6.75,11.8167,64.6,92,100,0.92,overcast clouds
505,Dunkwa,GH,5.9656,-1.78,72.14,99,100,1.77,overcast clouds
506,Caranavi,BO,-15.8167,-67.55,62.71,96,25,1.86,scattered clouds
507,Machilipatnam,IN,16.1667,81.1333,86.4,69,100,9.4,overcast clouds
508,Lincoln,US,40.8,-96.667,97.12,47,0,23.02,clear sky
509,Nkhotakota,MW,-12.9274,34.2961,64.29,63,1,5.39,clear sky
510,Nigde,TR,37.8333,34.75,62.2,80,2,6.15,clear sky
511,Dolinsk,RU,47.35,142.8,49.35,90,99,5.01,overcast clouds
512,Guerrero Negro,MX,27.9769,-114.0611,76.19,48,0,16.24,clear sky
513,Silivri,TR,41.0802,28.226,69.91,88,0,6.31,clear sky
514,Bembereke,BJ,10.2283,2.6634,72.66,93,83,1.48,light rain
515,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,40,3.44,moderate rain
516,Alekseyevka,RU,50.6309,38.6903,65.26,86,0,7.25,clear sky
517,Durango,MX,24.8333,-104.8333,79.57,31,75,14.23,broken clouds
518,Port Blair,IN,11.6667,92.75,82.08,81,100,9.66,overcast clouds
519,Saint-Paul,RE,-21.0096,55.2707,64.51,73,25,4.68,scattered clouds
520,Marsa Matruh,EG,31.3525,27.2453,73.6,83,0,2.3,clear sky
521,Verkhnevilyuysk,RU,63.4453,120.3167,48.61,56,100,7.47,overcast clouds
522,Dandong,CN,40.1292,124.3947,70.47,95,100,3.29,overcast clouds
523,Astakos,GR,38.5356,21.0814,72.5,73,0,6.69,clear sky
524,Balkanabat,TM,39.5108,54.3671,83.98,20,99,7.52,overcast clouds
525,Juazeiro,BR,-9.4117,-40.4986,77.18,65,0,6.91,light rain
526,Chulman,RU,56.8479,124.9104,60.49,69,100,2.84,overcast clouds
527,Dinguiraye,GN,11.3,-10.7167,72.52,89,98,1.07,light rain
528,Guayaramerin,BO,-10.8368,-65.3614,78.91,64,63,1.92,broken clouds
529,Kavaratti,IN,10.5669,72.642,82.98,75,100,19.73,overcast clouds
530,Urusha,RU,54.05,122.9,56.23,99,100,9.64,moderate rain
531,Perumpavur,IN,10.1333,76.4833,76.91,94,75,2.3,drizzle
532,Moose Factory,CA,51.2585,-80.6094,77.0,53,75,11.5,broken clouds
533,Marienburg,PL,54.0359,19.0266,56.12,97,100,4.03,overcast clouds
534,Bria,CF,6.5423,21.9863,68.38,98,100,3.24,overcast clouds
535,Brigantine,US,39.4101,-74.3646,78.04,53,0,9.22,clear sky
536,Waipawa,NZ,-41.4122,175.5153,45.82,78,95,9.37,overcast clouds
537,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,100,11.5,overcast clouds
538,Bandarbeyla,SO,9.4942,50.8122,76.8,84,25,31.03,scattered clouds
539,Huarmey,PE,-10.0681,-78.1522,66.11,75,80,12.33,broken clouds
540,Bartica,GY,6.4,-58.6167,79.12,96,49,2.93,scattered clouds
541,Kosh-Agach,RU,50.0,88.6667,46.44,73,2,3.47,clear sky
542,Fenoarivo,MG,-18.933,47.4354,55.47,76,75,6.91,broken clouds
543,Madinat Sittah Uktubar,EG,29.8167,31.05,74.8,62,0,12.64,clear sky
544,Bam,IR,29.106,58.357,82.71,19,0,14.07,clear sky
545,Humberto De Campos,BR,-2.5983,-43.4611,77.36,84,70,5.1,broken clouds
546,Puri,IN,19.8,85.85,77.52,82,100,17.22,overcast clouds
547,Zavitinsk,RU,50.1167,129.45,59.7,96,100,19.82,overcast clouds
548,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.22,96,90,1.34,overcast clouds
549,Imbituba,BR,-28.24,-48.6703,62.85,97,0,6.96,clear sky
550,Nara,JP,34.6851,135.8049,76.5,72,100,2.06,moderate rain
551,Roebourne,AU,-20.7833,117.1333,66.79,49,0,13.65,clear sky
552,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,67.73,94,0,5.95,clear sky
553,Bella Union,UY,-30.2752,-57.6007,55.31,80,93,6.93,overcast clouds
554,North Bend,US,43.4065,-124.2243,73.24,83,0,26.46,clear sky
555,Kasongo,CD,-4.45,26.6667,69.66,78,60,1.79,broken clouds
556,Lufilufi,WS,-13.8745,-171.5986,85.78,74,29,10.92,scattered clouds
557,Jeremie,HT,18.65,-74.1167,82.2,77,100,5.95,overcast clouds
558,Altay,CN,47.8667,88.1167,59.4,48,1,6.46,clear sky
559,Harbour Breton,CA,47.4833,-55.7983,55.62,100,100,3.71,overcast clouds
560,Pontianak,ID,-0.0333,109.3333,75.18,94,40,3.44,scattered clouds
561,Lavrentiya,RU,65.5833,-171.0,41.05,93,100,11.74,light rain
562,Bekovo,RU,52.4663,43.712,62.96,94,99,3.91,overcast clouds
563,Port-Gentil,GA,-0.7193,8.7815,73.36,88,75,11.5,broken clouds
564,Jutai,BR,-5.1833,-68.9,79.38,73,99,1.34,overcast clouds
565,Norsup,VU,-16.0667,167.3833,78.82,77,47,9.08,scattered clouds
566,Penzance,GB,50.1186,-5.5371,56.08,85,6,12.33,clear sky
567,Northport,US,33.229,-87.5772,94.12,45,40,6.91,scattered clouds
568,Farafangana,MG,-22.8167,47.8333,68.25,75,99,2.1,overcast clouds
569,Puerto Escondido,MX,15.85,-97.0667,86.83,54,75,9.22,broken clouds
570,Pacific Grove,US,36.6177,-121.9166,80.46,69,0,10.36,clear sky
571,Treinta Y Tres,UY,-33.2333,-54.3833,46.0,68,42,7.34,scattered clouds
572,Touros,BR,-5.1989,-35.4608,76.15,86,18,12.21,few clouds
573,Najran,SA,17.4924,44.1277,83.05,34,100,4.45,overcast clouds
574,Vilyuysk,RU,63.7553,121.6247,47.71,57,100,6.96,overcast clouds
575,Mago,RU,53.2514,140.1822,65.93,64,0,3.51,clear sky
576,Maracana,BR,-0.7667,-47.45,74.26,95,12,2.98,few clouds
577,Yatou,CN,37.15,122.3833,71.38,89,37,9.17,scattered clouds
578,Te Anau,NZ,-45.4167,167.7167,33.62,92,68,0.83,broken clouds
579,Tokur,RU,53.1333,132.9,58.77,69,38,3.96,scattered clouds
580,Encantado,BR,-29.2361,-51.8697,60.04,100,6,1.52,clear sky
581,Yevlax,AZ,40.6089,47.1492,73.4,49,0,7.56,clear sky
582,Maymyo,MM,22.0333,96.4667,63.79,95,98,1.97,overcast clouds
583,Saint Anthony,US,45.0205,-93.218,100.63,40,0,18.41,clear sky
584,Chingirlau,KZ,51.095,54.0814,63.73,94,84,11.7,heavy intensity rain
585,Noumea,NC,-22.2763,166.4572,71.01,99,97,8.57,overcast clouds
586,Fukue,JP,32.6881,128.8419,73.63,95,100,10.42,overcast clouds
587,Flagstaff,US,35.1981,-111.6513,83.32,10,0,3.0,clear sky
588,Walvis Bay,NA,-22.9575,14.5053,56.08,86,11,5.37,few clouds
589,Maldonado,UY,-34.6667,-54.9167,49.39,70,81,6.4,broken clouds
590,Kemijarvi,FI,66.7131,27.4306,47.53,78,88,4.03,overcast clouds
591,Redlands,US,34.0556,-117.1825,102.24,9,0,4.61,clear sky
592,Macamic,CA,48.7502,-78.9996,68.4,70,54,11.79,broken clouds
593,Huanren,CN,41.2647,125.3667,68.4,94,100,3.24,overcast clouds
594,Lichinga,MZ,-13.3128,35.2406,55.49,71,0,6.91,clear sky
595,Palu,ID,-0.8917,119.8707,73.62,93,54,3.36,broken clouds
596,Carutapera,BR,-1.195,-46.02,76.62,88,3,6.4,clear sky
597,Dryden,CA,49.7833,-92.7503,93.49,40,0,19.57,clear sky
598,Sept-Iles,CA,50.2001,-66.3821,52.32,82,75,9.22,broken clouds
599,Isiro,CD,2.7739,27.616,65.73,98,100,2.13,overcast clouds
600,Barcelona,ES,41.3888,2.159,79.77,85,20,4.61,few clouds
601,Baykit,RU,61.67,96.37,56.62,68,37,2.55,scattered clouds
602,Macedo De Cavaleiros,PT,41.5382,-6.9611,53.89,74,33,3.09,scattered clouds
603,Kathu,TH,7.9178,98.3332,84.74,86,100,9.17,overcast clouds
604,Vidim,RU,56.4088,103.1106,51.57,98,97,5.41,overcast clouds
605,Ploemeur,FR,47.7333,-3.4333,64.81,87,68,9.22,broken clouds
606,Marakkanam,IN,12.2,79.95,84.18,72,99,12.91,very heavy rain
607,Barranquilla,CO,10.9639,-74.7964,85.78,70,20,8.05,few clouds
608,Rossano,IT,39.5751,16.6349,73.76,51,0,8.52,clear sky
609,Maniitsoq,GL,65.4167,-52.9,36.09,99,100,13.38,light rain
610,Daura,NG,11.5538,11.4085,80.02,53,37,11.99,scattered clouds
611,Vrangel,RU,42.7297,133.0839,59.38,79,53,12.97,broken clouds
612,Bedesa,ET,8.9,40.7833,63.3,79,87,4.79,overcast clouds
613,Manggar,ID,-2.8833,108.2667,78.31,87,100,13.94,overcast clouds
614,Jardim,BR,-21.4803,-56.1381,73.17,68,1,3.89,clear sky
615,Tual,ID,-5.6667,132.75,81.19,75,95,11.92,overcast clouds
616,Porto Santo,PT,33.072,-16.3415,64.78,68,20,9.22,few clouds
617,Buin,CL,-33.7333,-70.75,56.05,47,100,2.48,overcast clouds
618,Mitzic,GA,0.7821,11.549,67.48,97,71,2.24,broken clouds
619,Kurilsk,RU,45.2333,147.8833,46.04,98,99,11.9,overcast clouds
620,Rocha,UY,-34.4833,-54.3333,46.85,76,77,6.13,broken clouds
621,Marang,MY,5.2056,103.2059,78.71,86,81,3.6,very heavy rain
622,Bronnoysund,NO,65.4625,12.1997,55.4,67,100,16.11,overcast clouds
623,Cayenne,GF,4.9333,-52.3333,82.09,1,75,3.44,broken clouds
624,Seoul,KR,37.5683,126.9778,69.37,94,100,2.3,fog
625,Sorland,NO,67.667,12.6934,49.86,81,100,30.67,overcast clouds
626,Qianguo,CN,45.1171,124.8568,72.16,71,34,6.58,scattered clouds
627,Maragogi,BR,-9.0122,-35.2225,75.63,83,3,8.12,clear sky
628,Batticaloa,LK,7.7102,81.6924,80.31,78,100,7.52,overcast clouds
629,Staryy Nadym,RU,65.6118,72.6842,64.15,64,100,11.25,overcast clouds
630,Alexandria,EG,31.2156,29.9553,73.36,78,20,5.75,few clouds
631,San Giuseppe Jato,IT,37.9734,13.1881,72.86,10,0,2.75,clear sky
632,Kattivakkam,IN,13.2167,80.3167,78.89,72,100,10.04,overcast clouds
633,Palmer,US,42.1584,-72.3287,78.4,34,75,11.5,broken clouds
634,Deputatskiy,RU,69.3,139.9,38.25,54,20,1.72,few clouds
635,Okha,RU,53.5739,142.9478,51.89,84,81,13.27,broken clouds
636,Longyearbyen,SJ,78.2186,15.6401,39.04,75,75,26.46,light rain
637,Cockburn Town,TC,21.4612,-71.1419,81.79,80,93,14.45,overcast clouds
638,Bowen,AU,-20.0167,148.2333,64.96,87,77,13.51,broken clouds
639,Hami,CN,42.8,93.45,78.89,23,100,9.6,overcast clouds
640,Babu,CN,24.4167,111.5167,75.0,99,100,3.2,overcast clouds
641,Sunrise,US,26.1577,-80.2861,87.03,73,40,10.36,scattered clouds
642,Talara,PE,-4.5772,-81.2719,68.76,77,0,12.66,clear sky
643,Chattanooga,US,35.0456,-85.3097,91.26,33,75,5.75,broken clouds
644,San Policarpo,PH,12.1791,125.5072,78.51,87,100,6.96,overcast clouds
645,Marsh Harbour,BS,26.5412,-77.0636,81.59,71,10,12.21,clear sky
646,Codrington,AU,-38.2667,141.9667,44.38,95,81,7.61,broken clouds
647,Sistranda,NO,63.7256,8.834,53.56,84,100,25.3,light rain
648,Sioux Lookout,CA,50.1001,-91.917,96.87,34,20,16.11,few clouds
649,Lere,NG,10.387,8.5726,70.61,80,79,5.01,broken clouds
650,Pringsewu,ID,-5.3582,104.9744,71.87,96,74,2.1,broken clouds
651,Snasa,NO,64.2457,12.3778,50.31,65,92,4.97,overcast clouds
652,Sheltozero,RU,61.3667,35.3667,47.8,86,100,7.05,overcast clouds
653,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.96,66,100,11.5,overcast clouds
654,Palmas Bellas,PA,9.2319,-80.0867,79.57,86,100,4.59,overcast clouds
655,Tibati,CM,6.4667,12.6333,65.93,96,99,2.06,light rain
656,Longford,IE,53.7333,-7.8,52.0,93,47,4.36,scattered clouds
657,Lengshuijiang,CN,27.6881,111.4294,73.8,97,99,2.01,overcast clouds
658,Verkhoyansk,RU,67.5447,133.385,46.92,51,0,2.68,clear sky
659,Fort Morgan,US,40.2503,-103.8,92.05,12,0,14.97,clear sky
660,Clonakilty,IE,51.6231,-8.8706,60.01,81,49,3.89,scattered clouds
661,Broken Hill,AU,-31.95,141.4333,49.19,81,25,8.3,scattered clouds
662,Vestmannaeyjar,IS,63.4427,-20.2734,49.28,90,46,22.79,scattered clouds
663,Broome,US,42.2506,-75.833,75.54,39,0,9.22,clear sky
664,Platteville,US,42.7342,-90.4785,93.29,36,0,12.66,clear sky
665,Chicama,PE,-7.8447,-79.1469,61.34,69,33,10.8,scattered clouds
666,Lampang,TH,18.3333,99.5,78.89,99,80,1.77,broken clouds
667,Port Macquarie,AU,-31.4333,152.9167,52.9,80,64,3.94,broken clouds
668,Pafos,CY,34.7667,32.4167,73.18,83,75,9.22,broken clouds
669,Victor Harbor,AU,-35.5667,138.6167,51.67,85,9,8.72,clear sky
670,Kamaishi,JP,39.2667,141.8833,66.22,82,21,4.54,few clouds
671,Evensk,RU,61.95,159.2333,45.99,93,100,8.32,overcast clouds
672,Belmonte,BR,-15.8631,-38.8828,72.59,83,3,7.63,clear sky
673,Teotitlan,MX,18.1319,-97.0767,79.3,55,100,7.56,overcast clouds
674,Zorritos,PE,-3.6805,-80.6782,75.49,80,72,6.82,broken clouds
675,Iwanai,JP,42.9744,140.5089,64.38,75,92,4.32,overcast clouds
676,Orlovskiy,RU,46.8714,42.0592,70.7,49,0,8.32,clear sky
677,Tautira,PF,-17.7333,-149.15,78.71,78,82,14.47,light rain
678,Tilichiki,RU,60.4667,166.1,46.67,88,99,5.61,overcast clouds
679,Nong Kung Si,TH,16.65,103.3,81.82,99,72,6.73,broken clouds
680,Labuhan,ID,-6.8844,112.2051,76.51,87,97,4.7,overcast clouds
681,Hervey Bay,AU,-25.2986,152.8535,56.01,93,98,1.01,overcast clouds
682,Gobabis,NA,-22.45,18.9667,48.49,35,72,8.16,broken clouds
683,Itarema,BR,-2.9248,-39.9167,78.3,81,63,12.24,broken clouds
684,Naze,JP,28.3667,129.4833,76.12,87,83,15.55,broken clouds
685,Blackwater,AU,-23.5833,148.8833,60.08,75,100,5.19,overcast clouds
686,Coro,VE,11.4045,-69.6734,83.19,70,99,21.52,overcast clouds
687,Karacabey,TR,40.2152,28.4038,68.38,95,7,2.93,clear sky
688,Rojhan,PK,28.6868,69.9534,83.79,57,0,21.85,clear sky
689,Romilly-Sur-Seine,FR,48.5108,3.7263,64.78,70,82,12.03,broken clouds
690,Fengzhen,CN,40.4394,113.1536,72.64,46,100,5.61,moderate rain
691,Bodden Town,KY,19.2833,-81.25,86.0,70,20,11.5,few clouds
692,Robore,BO,-18.3333,-59.75,83.39,38,5,7.78,clear sky
693,Cam Ranh,VN,11.9214,109.1591,78.76,78,0,2.3,clear sky
694,Pachino,IT,36.7186,15.0907,74.01,65,0,10.63,clear sky
695,Kariba,ZW,-16.5167,28.8,59.38,55,2,7.63,clear sky
696,Zheleznodorozhnyy,RU,55.7503,38.0042,59.43,72,72,1.25,broken clouds
697,Stornoway,GB,58.2093,-6.3865,53.92,94,75,4.61,broken clouds
